CustomerID,LastPurchase,FirstPurchase,Frequency,Monetary,Recency,TenureDays,AvgOrderValue,R_Score,F_Score,M_Score,RFM_Score,Segment,Decile
15374,2011-08-03 09:59:00,2011-08-03 09:59:00,1,168.0,129,0,168.0,2,5,5,12,Can't Lose Them,9
15376,2011-10-30 15:04:00,2011-05-01 13:45:00,3,1221.56,40,182,407.18666666666667,3,3,2,8,Needs Attention,4
15379,2011-06-23 13:13:00,2010-12-16 13:02:00,7,3703.29,169,189,529.0414285714286,2,1,1,4,Lost / Low Value,1
15380,2011-12-01 12:13:00,2010-12-09 15:01:00,5,1690.2600000000002,9,356,338.052,5,2,2,9,New / Promising,3
15381,2011-05-10 11:55:00,2011-03-16 13:44:00,2,596.85,214,54,298.425,1,3,3,7,At Risk,6
15382,2011-11-25 10:58:00,2011-02-17 12:01:00,6,5955.71,15,280,992.6183333333333,4,1,1,6,New / Promising,1
15384,2011-06-23 10:57:00,2010-12-15 11:34:00,2,642.41,170,189,321.205,2,3,3,8,At Risk,6
15385,2011-10-30 15:11:00,2011-10-30 15:11:00,1,316.88,40,0,316.88,3,5,4,12,Needs Attention,8
15386,2011-06-06 13:47:00,2011-06-06 13:47:00,1,394.14,186,0,394.14,1,5,4,10,Can't Lose Them,7
15388,2011-03-14 13:53:00,2011-03-14 13:53:00,1,140.54,270,0,140.54,1,5,5,11,Can't Lose Them,10
15389,2011-06-20 16:18:00,2011-06-20 16:18:00,1,500.0,172,0,500.0,2,5,3,10,At Risk,6
15392,2011-12-05 11:01:00,2010-12-14 15:50:00,4,1535.53,5,355,383.8825,5,2,2,9,New / Promising,3
15393,2011-11-23 16:48:00,2011-03-03 16:58:00,2,231.86,16,264,115.93,4,3,5,12,Needs Attention,9
15394,2011-11-30 11:49:00,2010-12-16 12:46:00,4,2183.54,10,348,545.885,5,2,1,8,New / Promising,2
15395,2011-01-18 12:40:00,2011-01-18 12:40:00,1,107.45,326,0,107.45,1,5,5,11,Can't Lose Them,10
15396,2011-08-19 10:56:00,2011-08-19 10:56:00,1,288.18,113,0,288.18,2,5,4,11,Can't Lose Them,8
15397,2011-02-23 09:25:00,2011-02-23 09:25:00,1,94.0,290,0,94.0,1,5,5,11,Can't Lose Them,10
15398,2011-11-23 16:47:00,2011-09-22 14:56:00,2,1345.53,16,62,672.765,4,3,2,9,Needs Attention,4
15399,2011-12-08 13:04:00,2011-09-21 15:57:00,3,815.77,1,77,271.92333333333335,5,3,3,11,Needs Attention,5
15400,2011-09-08 13:57:00,2011-03-06 11:27:00,5,716.2,92,186,143.24,2,2,3,7,Lost / Low Value,5
15402,2011-07-14 12:17:00,2011-05-27 13:32:00,2,626.77,149,47,313.385,2,3,3,8,At Risk,6
15405,2011-06-03 14:44:00,2011-06-03 14:44:00,1,349.1,189,0,349.1,1,5,4,10,Can't Lose Them,8
15406,2011-11-08 13:22:00,2011-02-11 16:19:00,2,510.71000000000004,31,269,255.35500000000002,4,3,3,10,Needs Attention,6
15407,2011-11-06 11:55:00,2011-02-07 13:18:00,4,1046.74,34,271,261.685,3,2,2,7,Needs Attention,4
15408,2011-03-20 15:02:00,2011-03-20 15:02:00,1,267.18,264,0,267.18,1,5,4,10,Can't Lose Them,8
15410,2011-09-16 14:47:00,2011-03-23 10:15:00,8,3450.84,84,177,431.355,2,1,1,4,Lost / Low Value,2
15411,2011-11-13 15:19:00,2011-06-10 12:30:00,4,1348.93,26,156,337.2325,4,2,2,8,New / Promising,3
15412,2011-06-21 15:24:00,2011-06-21 15:24:00,1,190.53,171,0,190.53,2,5,5,12,Can't Lose Them,9
15414,2011-11-30 09:50:00,2011-04-11 13:45:00,3,774.9000000000001,10,232,258.3,5,3,3,11,Needs Attention,5
15415,2011-01-30 14:13:00,2011-01-30 14:13:00,1,559.61,313,0,559.61,1,5,3,9,At Risk,6
15416,2011-10-06 09:38:00,2011-03-02 08:41:00,4,3984.32,65,218,996.08,3,2,1,6,Needs Attention,1
15417,2011-09-15 15:26:00,2011-09-15 15:26:00,1,508.8,85,0,508.8,2,5,3,10,At Risk,6
15419,2011-11-15 09:23:00,2011-11-15 09:23:00,1,135.86,25,0,135.86,4,5,5,14,Champions,10
15421,2011-10-12 09:20:00,2011-02-02 14:36:00,4,950.36,59,251,237.59,3,2,2,7,Needs Attention,4
15422,2011-01-20 16:17:00,2011-01-20 14:17:00,2,97.7,323,0,48.85,1,3,5,9,At Risk,10
15423,2011-11-01 14:01:00,2011-11-01 14:01:00,1,43.5,38,0,43.5,3,5,5,13,Needs Attention,10
15424,2011-03-30 13:02:00,2011-03-30 13:00:00,2,383.34,254,0,191.67,1,3,4,8,At Risk,7
15426,2011-11-20 15:36:00,2010-12-05 13:55:00,5,1404.07,19,350,280.81399999999996,4,2,2,8,New / Promising,3
15427,2011-11-06 14:29:00,2011-10-23 14:47:00,3,1430.54,33,13,476.84666666666664,3,3,2,8,Needs Attention,3
15428,2011-11-24 16:54:00,2011-11-24 16:54:00,1,93.78,15,0,93.78,4,5,5,14,Champions,10
15429,2011-11-13 12:28:00,2011-09-25 13:42:00,2,397.35,27,48,198.675,4,3,4,11,Needs Attention,7
15432,2011-11-16 16:30:00,2011-11-16 16:30:00,1,171.19,23,0,171.19,4,5,5,14,Champions,9
15433,2011-05-10 10:45:00,2011-03-17 14:12:00,2,533.3,214,53,266.65,1,3,3,7,At Risk,6
15434,2011-12-01 13:33:00,2011-05-23 14:18:00,5,1041.48,8,191,208.296,5,2,2,9,New / Promising,4
15435,2011-11-17 16:39:00,2011-11-17 16:39:00,1,149.29,22,0,149.29,4,5,5,14,Champions,10
15436,2011-11-27 16:05:00,2011-04-19 16:52:00,3,1067.75,12,221,355.9166666666667,5,3,2,10,Needs Attention,4
15437,2011-03-22 13:11:00,2011-03-22 13:11:00,1,200.16,262,0,200.16,1,5,5,11,Can't Lose Them,9
15438,2011-07-31 14:19:00,2011-07-31 14:19:00,1,156.57999999999998,131,0,156.57999999999998,2,5,5,12,Can't Lose Them,9
15440,2011-10-16 12:16:00,2011-05-15 11:30:00,3,383.68,55,154,127.89333333333333,3,3,4,10,Needs Attention,7
15442,2011-04-05 12:24:00,2011-04-05 12:24:00,1,594.0,249,0,594.0,1,5,3,9,At Risk,6
15443,2011-12-08 10:40:00,2011-01-23 13:25:00,7,3213.59,2,318,459.0842857142857,5,1,1,7,New / Promising,2
15444,2011-11-30 17:37:00,2011-10-30 16:12:00,2,1411.21,9,31,705.605,5,3,2,10,Needs Attention,3
15445,2011-03-20 15:06:00,2011-03-20 15:06:00,1,113.5,264,0,113.5,1,5,5,11,Can't Lose Them,10
15447,2011-01-13 11:26:00,2011-01-13 11:26:00,1,155.17,331,0,155.17,1,5,5,11,Can't Lose Them,10
15448,2011-01-31 10:42:00,2011-01-31 10:42:00,1,494.64,313,0,494.64,1,5,3,9,At Risk,6
15449,2011-11-13 15:02:00,2011-03-23 10:43:00,3,974.52,26,235,324.84,4,3,2,9,Needs Attention,4
15450,2011-11-09 17:11:00,2011-11-09 17:11:00,1,429.84,30,0,429.84,4,5,4,13,Champions,7
15452,2011-11-10 12:13:00,2011-03-20 15:21:00,3,528.48,30,234,176.16,4,3,3,10,Needs Attention,6
15453,2011-12-08 10:59:00,2011-06-05 12:37:00,7,1371.77,2,185,195.96714285714285,5,1,2,8,New / Promising,3
15454,2010-12-12 14:21:00,2010-12-12 14:21:00,1,179.1,362,0,179.1,1,5,5,11,Can't Lose Them,9
15456,2011-03-01 13:51:00,2010-12-15 15:34:00,3,434.59000000000003,283,75,144.86333333333334,1,3,4,8,At Risk,7
15457,2011-03-22 15:31:00,2011-03-22 15:31:00,1,237.07,262,0,237.07,1,5,5,11,Can't Lose Them,9
15458,2011-11-14 13:08:00,2011-11-14 13:08:00,1,161.64,25,0,161.64,4,5,5,14,Champions,9
15460,2010-12-20 16:08:00,2010-12-20 16:08:00,1,214.26,354,0,214.26,1,5,5,11,Can't Lose Them,9
15462,2011-09-06 13:11:00,2011-06-05 15:36:00,3,234.6,94,92,78.2,2,3,5,10,At Risk,9
15463,2011-11-10 12:57:00,2011-11-10 12:57:00,1,126.14,29,0,126.14,4,5,5,14,Champions,10
15464,2011-01-05 15:56:00,2011-01-05 15:56:00,1,1044.65,338,0,1044.65,1,5,2,8,At Risk,4
15465,2011-11-20 10:11:00,2010-12-05 10:12:00,18,7354.62,20,349,408.59,4,1,1,6,New / Promising,1
15466,2011-09-15 14:08:00,2011-09-15 14:08:00,1,334.53,85,0,334.53,2,5,4,11,Can't Lose Them,8
15467,2011-11-30 14:17:00,2011-07-10 14:42:00,3,524.88,9,142,174.96,5,3,3,11,Needs Attention,6
15468,2011-10-19 13:49:00,2011-10-19 13:38:00,2,467.51,51,0,233.755,3,3,4,10,Needs Attention,7
15469,2011-10-20 16:21:00,2011-08-11 16:54:00,2,538.55,50,69,269.275,3,3,3,9,Needs Attention,6
15471,2011-12-07 14:12:00,2011-12-07 14:12:00,1,454.48,2,0,454.48,5,5,4,14,Champions,7
15472,2011-08-18 15:17:00,2011-08-18 15:17:00,1,371.56,113,0,371.56,2,5,4,11,Can't Lose Them,7
15473,2011-11-25 15:15:00,2011-10-10 11:12:00,7,1771.2,14,46,253.02857142857144,4,1,2,7,New / Promising,3
15475,2011-09-23 15:20:00,2011-09-23 15:20:00,1,454.10999999999996,77,0,454.10999999999996,2,5,4,11,Can't Lose Them,7
15478,2011-10-30 14:19:00,2011-10-14 11:09:00,2,1399.92,40,16,699.96,3,3,2,8,Needs Attention,3
15480,2011-08-15 14:32:00,2011-08-15 14:32:00,1,905.5,116,0,905.5,2,5,3,10,At Risk,5
15482,2011-11-24 10:46:00,2010-12-16 10:08:00,12,10879.76,16,343,906.6466666666666,4,1,1,6,New / Promising,1
15483,2011-07-01 13:07:00,2011-03-18 12:26:00,4,225.26,161,105,56.315,2,2,5,9,Lost / Low Value,9
15484,2011-12-08 15:03:00,2011-09-22 13:31:00,4,3590.41,1,77,897.6025,5,2,1,8,New / Promising,2
15485,2011-11-09 14:31:00,2010-12-01 13:23:00,3,2564.5,30,343,854.8333333333334,4,3,1,8,Needs Attention,2
15488,2011-09-08 10:11:00,2011-09-08 10:11:00,1,91.32000000000001,93,0,91.32000000000001,2,5,5,12,Can't Lose Them,10
15489,2011-11-17 08:53:00,2011-05-12 12:54:00,3,1134.28,23,188,378.0933333333333,4,3,2,9,Needs Attention,4
15491,2011-09-05 15:56:00,2011-04-18 10:04:00,6,3100.09,95,140,516.6816666666667,2,1,1,4,Lost / Low Value,2
15492,2011-11-11 14:53:00,2011-09-26 14:02:00,2,659.4599999999999,28,46,329.72999999999996,4,3,3,10,Needs Attention,6
15493,2011-11-07 12:04:00,2011-03-14 11:44:00,5,1953.41,33,238,390.682,3,2,2,7,Needs Attention,3
15494,2011-11-18 14:51:00,2011-08-10 15:29:00,2,1280.58,21,99,640.29,4,3,2,9,Needs Attention,4
15497,2011-11-22 11:51:00,2011-01-24 10:01:00,2,1262.2,18,302,631.1,4,3,2,9,Needs Attention,4
15498,2011-12-07 12:48:00,2010-12-08 12:29:00,27,13316.4,3,364,493.2,5,1,1,7,New / Promising,1
15500,2011-12-01 13:47:00,2011-09-19 13:47:00,4,1131.56,8,73,282.89,5,2,2,9,New / Promising,4
15502,2011-11-24 12:48:00,2010-12-05 15:40:00,12,10384.93,16,353,865.4108333333334,4,1,1,6,New / Promising,1
15503,2010-12-12 10:57:00,2010-12-12 10:57:00,1,141.04,363,0,141.04,1,5,5,11,Can't Lose Them,10
15504,2011-09-19 13:45:00,2011-09-19 13:45:00,1,52.83,81,0,52.83,2,5,5,12,Can't Lose Them,10
15505,2011-10-18 07:56:00,2011-07-07 13:33:00,5,3610.96,53,102,722.192,3,2,1,6,Needs Attention,2
15506,2011-11-17 12:11:00,2011-07-24 11:45:00,3,972.08,23,116,324.0266666666667,4,3,2,9,Needs Attention,4
15507,2011-06-21 11:19:00,2011-06-21 11:19:00,1,475.86,172,0,475.86,2,5,4,11,Can't Lose Them,7
15508,2011-06-03 15:43:00,2011-04-18 15:31:00,6,1000.27,189,46,166.71166666666667,1,1,2,4,Lost / Low Value,4
15510,2011-01-13 12:10:00,2011-01-13 12:10:00,1,250.0,331,0,250.0,1,5,4,10,Can't Lose Them,8
15511,2011-11-28 09:43:00,2011-09-15 15:05:00,5,900.53,12,73,180.106,5,2,3,10,New / Promising,5
15512,2011-07-07 10:20:00,2010-12-15 12:01:00,2,121.0,156,203,60.5,2,3,5,10,At Risk,10
15513,2011-11-06 14:36:00,2010-12-01 11:22:00,19,14758.220000000001,33,340,776.7484210526317,3,1,1,5,Needs Attention,1
15514,2011-11-27 14:40:00,2010-12-10 13:50:00,11,4023.7200000000003,12,352,365.7927272727273,5,1,1,7,New / Promising,1
15516,2011-10-26 10:51:00,2011-10-24 11:33:00,3,62.43,45,1,20.81,3,3,5,11,Needs Attention,10
15517,2011-04-20 14:02:00,2011-04-20 14:02:00,1,267.03,233,0,267.03,1,5,4,10,Can't Lose Them,8
15518,2011-10-06 13:05:00,2011-01-11 12:55:00,8,1921.55,64,268,240.19375,3,1,2,6,Needs Attention,3
15520,2011-12-08 10:58:00,2011-12-08 10:58:00,1,343.5,2,0,343.5,5,5,4,14,Champions,8
15521,2011-10-30 13:42:00,2011-03-30 09:15:00,8,3000.2,40,214,375.025,3,1,1,5,Needs Attention,2
15522,2011-11-07 11:26:00,2011-09-13 12:26:00,2,397.99,33,54,198.995,3,3,4,10,Needs Attention,7
15523,2011-09-16 16:29:00,2011-09-16 16:29:00,1,412.01000000000005,84,0,412.01000000000005,2,5,4,11,Can't Lose Them,7
15524,2011-11-15 12:09:00,2011-11-15 12:09:00,1,440.0,25,0,440.0,4,5,4,13,Champions,7
15525,2011-12-07 14:43:00,2010-12-01 13:17:00,3,734.37,2,371,244.79,5,3,3,11,Needs Attention,5
15526,2011-11-06 15:04:00,2011-11-06 15:01:00,2,148.44,33,0,74.22,3,3,5,11,Needs Attention,10
15527,2011-11-21 12:17:00,2010-12-20 14:15:00,8,2428.53,19,335,303.56625,4,1,1,6,New / Promising,2
15528,2011-03-30 16:14:00,2011-03-30 16:14:00,1,229.33,254,0,229.33,1,5,5,11,Can't Lose Them,9
15529,2011-11-17 11:29:00,2010-12-08 12:24:00,11,3962.6,23,343,360.23636363636365,4,1,1,6,New / Promising,1
15530,2011-11-18 12:25:00,2011-04-07 11:16:00,4,1497.31,22,225,374.3275,4,2,2,8,New / Promising,3
15531,2011-12-01 18:43:00,2011-11-09 17:47:00,2,1972.39,8,22,986.195,5,3,2,10,Needs Attention,3
15532,2011-11-14 14:51:00,2010-12-16 16:45:00,4,1564.73,25,332,391.1825,4,2,2,8,New / Promising,3
15533,2011-11-20 15:35:00,2011-09-11 15:41:00,3,807.57,19,69,269.19,4,3,3,10,Needs Attention,5
15535,2011-06-19 16:02:00,2011-01-16 12:35:00,4,502.9,173,154,125.725,2,2,3,7,Lost / Low Value,6
15537,2011-06-29 13:10:00,2011-06-29 13:10:00,1,110.92,163,0,110.92,2,5,5,12,Can't Lose Them,10
15539,2011-12-02 13:36:00,2011-12-02 13:36:00,1,538.46,7,0,538.46,5,5,3,13,Loyal,6
15540,2011-11-28 13:51:00,2011-11-28 13:51:00,1,213.3,11,0,213.3,5,5,5,15,Champions,9
15541,2011-08-17 14:58:00,2011-08-17 14:58:00,1,85.13000000000001,114,0,85.13000000000001,2,5,5,12,Can't Lose Them,10
15543,2011-02-24 15:26:00,2011-02-24 15:26:00,1,127.86,288,0,127.86,1,5,5,11,Can't Lose Them,10
15544,2011-11-30 16:43:00,2010-12-02 12:47:00,9,3546.71,9,363,394.0788888888889,5,1,1,7,New / Promising,2
15545,2011-10-16 13:24:00,2010-12-03 17:28:00,2,288.96999999999997,54,316,144.48499999999999,3,3,4,10,Needs Attention,8
15547,2011-12-02 12:52:00,2010-12-12 13:26:00,14,4910.6,7,354,350.75714285714287,5,1,1,7,New / Promising,1
15549,2011-09-23 16:22:00,2011-01-27 15:38:00,3,1681.46,77,239,560.4866666666667,2,3,2,7,At Risk,3
15550,2011-12-05 15:38:00,2011-02-11 12:49:00,4,575.63,4,297,143.9075,5,2,3,10,New / Promising,6
15551,2011-11-03 12:37:00,2011-11-03 12:37:00,1,436.06,37,0,436.06,3,5,4,12,Needs Attention,7
15552,2011-05-06 14:47:00,2011-05-06 14:47:00,1,90.12,217,0,90.12,1,5,5,11,Can't Lose Them,10
15553,2011-10-10 14:02:00,2011-10-10 14:02:00,1,428.93,60,0,428.93,3,5,4,12,Needs Attention,7
15554,2011-03-07 09:00:00,2011-03-07 09:00:00,1,217.2,278,0,217.2,1,5,5,11,Can't Lose Them,9
15555,2011-11-27 16:19:00,2010-12-05 14:45:00,16,4794.86,12,357,299.67875,5,1,1,7,New / Promising,1
15556,2011-11-15 16:08:00,2011-11-15 16:08:00,1,279.77,24,0,279.77,4,5,4,13,Champions,8
15557,2011-11-11 12:46:00,2011-11-11 12:46:00,1,468.91,29,0,468.91,4,5,4,13,Champions,7
15561,2011-11-28 11:07:00,2011-05-08 11:38:00,4,800.59,12,203,200.1475,5,2,3,10,New / Promising,5
15562,2010-12-23 09:55:00,2010-12-23 09:55:00,1,134.55,352,0,134.55,1,5,5,11,Can't Lose Them,10
15563,2011-11-17 14:50:00,2010-12-16 11:27:00,4,1400.44,22,336,350.11,4,2,2,8,New / Promising,3
15565,2011-10-20 14:33:00,2011-09-30 10:44:00,2,173.16,50,20,86.58,3,3,5,11,Needs Attention,9
15567,2011-11-21 10:48:00,2011-11-21 10:48:00,1,186.01,19,0,186.01,4,5,5,14,Champions,9
15568,2011-12-07 11:27:00,2011-09-27 14:37:00,3,758.29,3,70,252.76333333333332,5,3,3,11,Needs Attention,5
15569,2011-08-28 10:15:00,2011-01-11 13:26:00,5,1375.71,104,228,275.142,2,2,2,6,Lost / Low Value,3
15570,2011-12-02 14:47:00,2010-12-05 12:57:00,12,4148.82,7,362,345.73499999999996,5,1,1,7,New / Promising,1
15571,2011-11-28 10:02:00,2011-09-22 13:15:00,4,650.4300000000001,12,66,162.60750000000002,5,2,3,10,New / Promising,6
15572,2011-12-05 10:09:00,2011-03-06 14:44:00,7,2533.42,5,273,361.9171428571429,5,1,1,7,New / Promising,2
15573,2011-11-08 11:38:00,2011-09-15 12:16:00,2,591.1899999999999,32,53,295.59499999999997,4,3,3,10,Needs Attention,6
15574,2011-06-15 12:01:00,2010-12-02 15:46:00,4,675.64,178,194,168.91,2,2,3,7,Lost / Low Value,5
15576,2011-11-02 12:03:00,2011-11-02 12:03:00,1,921.37,38,0,921.37,3,5,3,11,Needs Attention,5
15577,2011-07-11 17:03:00,2011-02-07 13:32:00,3,258.88,151,154,86.29333333333334,2,3,4,9,At Risk,8
15578,2011-06-30 13:03:00,2011-06-30 13:03:00,1,127.1,162,0,127.1,2,5,5,12,Can't Lose Them,10
15579,2011-10-02 12:45:00,2011-01-30 12:09:00,2,327.6,69,245,163.8,3,3,4,10,Needs Attention,8
15581,2011-08-11 09:38:00,2010-12-08 14:38:00,13,3675.77,121,245,282.7515384615385,2,1,1,4,Lost / Low Value,1
15582,2011-11-15 09:55:00,2011-05-03 13:36:00,3,682.9100000000001,25,195,227.63666666666668,4,3,3,10,Needs Attention,5
15584,2011-11-16 10:55:00,2011-06-30 16:39:00,4,720.86,24,138,180.215,4,2,3,9,New / Promising,5
15585,2011-06-16 08:38:00,2011-06-16 08:38:00,1,455.3,177,0,455.3,2,5,4,11,Can't Lose Them,7
15587,2011-10-20 13:37:00,2010-12-23 09:59:00,4,913.6800000000001,50,301,228.42000000000002,3,2,3,8,Needs Attention,5
15589,2011-03-29 09:54:00,2011-02-02 10:46:00,3,478.53000000000003,256,54,159.51000000000002,1,3,4,8,At Risk,7
15592,2011-10-24 08:59:00,2011-10-24 08:59:00,1,388.58,47,0,388.58,3,5,4,12,Needs Attention,7
15593,2011-09-30 11:46:00,2011-09-30 11:46:00,1,199.8,71,0,199.8,3,5,5,13,Needs Attention,9
15594,2011-11-24 08:53:00,2011-04-19 10:08:00,5,1771.78,16,218,354.356,4,2,2,8,New / Promising,3
15596,2011-08-31 10:55:00,2010-12-09 16:10:00,5,1406.59,101,264,281.318,2,2,2,6,Lost / Low Value,3
15597,2011-11-04 13:26:00,2011-11-04 13:26:00,1,324.57,35,0,324.57,3,5,4,12,Needs Attention,8
15598,2011-10-17 16:04:00,2011-10-17 16:04:00,1,240.68,53,0,240.68,3,5,5,13,Needs Attention,9
15599,2011-11-13 11:44:00,2011-05-19 13:05:00,2,761.74,27,177,380.87,4,3,3,10,Needs Attention,5
15601,2011-11-28 15:15:00,2010-12-02 10:39:00,14,6776.56,11,361,484.04,5,1,1,7,New / Promising,1
15602,2011-12-01 14:14:00,2010-12-06 15:35:00,9,1297.8700000000001,8,359,144.20777777777778,5,1,2,8,New / Promising,4
15603,2011-09-22 10:04:00,2011-09-22 10:04:00,1,48.480000000000004,79,0,48.480000000000004,2,5,5,12,Can't Lose Them,10
15604,2011-10-18 14:47:00,2011-10-18 14:47:00,1,216.39,52,0,216.39,3,5,5,13,Needs Attention,9
15605,2011-11-03 14:17:00,2010-12-01 13:38:00,5,1198.23,36,337,239.64600000000002,3,2,2,7,Needs Attention,4
15606,2011-10-09 15:47:00,2011-01-19 12:07:00,9,2920.16,61,263,324.4622222222222,3,1,1,5,Needs Attention,2
15607,2011-01-07 12:44:00,2011-01-07 12:44:00,1,104.76,337,0,104.76,1,5,5,11,Can't Lose Them,10
15608,2011-11-11 13:20:00,2011-08-11 09:56:00,4,1093.68,28,92,273.42,4,2,2,8,New / Promising,4
15609,2011-06-08 13:00:00,2011-06-08 13:00:00,1,298.48,184,0,298.48,1,5,4,10,Can't Lose Them,8
15610,2011-10-19 10:36:00,2011-10-19 10:36:00,1,112.46000000000001,52,0,112.46000000000001,3,5,5,13,Needs Attention,10
15611,2011-11-30 12:36:00,2011-01-09 11:32:00,13,1591.45,10,325,122.41923076923078,5,1,2,8,New / Promising,3
15612,2011-11-03 14:52:00,2011-10-09 12:49:00,2,195.15,36,25,97.575,3,3,5,11,Needs Attention,9
15615,2011-11-29 14:42:00,2010-12-15 16:21:00,23,10399.74,10,348,452.1626086956522,5,1,1,7,New / Promising,1
15618,2011-11-07 08:34:00,2011-07-26 10:13:00,4,776.851,33,103,194.21275,3,2,3,8,Needs Attention,5
15619,2011-11-29 08:14:00,2011-11-29 08:14:00,1,336.40000000000003,11,0,336.40000000000003,5,5,4,14,Champions,8
15620,2011-10-14 12:41:00,2010-12-16 14:34:00,3,1553.18,57,301,517.7266666666667,3,3,2,8,Needs Attention,3
15621,2011-12-05 14:01:00,2011-11-18 11:49:00,4,1293.03,4,17,323.2575,5,2,2,9,New / Promising,4
15622,2011-10-27 16:44:00,2011-03-02 13:42:00,9,3709.56,43,239,412.17333333333335,3,1,1,5,Needs Attention,1
15623,2011-07-21 17:26:00,2011-07-21 17:26:00,1,301.03,141,0,301.03,2,5,4,11,Can't Lose Them,8
15624,2011-08-15 11:38:00,2011-03-28 13:32:00,4,588.13,117,139,147.0325,2,2,3,7,Lost / Low Value,6
15625,2011-08-28 10:21:00,2011-04-18 14:01:00,4,1534.26,104,131,383.565,2,2,2,6,Lost / Low Value,3
15626,2011-09-26 10:03:00,2011-01-14 10:10:00,2,675.8,75,254,337.9,2,3,3,8,At Risk,5
15628,2011-12-05 10:24:00,2010-12-08 09:51:00,9,2870.2400000000002,5,362,318.91555555555556,5,1,1,7,New / Promising,2
15630,2011-10-25 15:36:00,2011-05-19 10:16:00,2,1186.35,45,159,593.175,3,3,2,8,Needs Attention,4
15632,2011-11-24 09:51:00,2011-03-10 08:29:00,8,3285.31,16,259,410.66375,4,1,1,6,New / Promising,2
15634,2011-11-22 16:28:00,2011-11-22 16:28:00,1,243.55,17,0,243.55,4,5,5,14,Champions,9
15636,2011-09-11 11:17:00,2011-03-02 14:50:00,2,724.76,90,192,362.38,2,3,3,8,At Risk,5
15637,2011-10-18 08:28:00,2011-10-18 08:28:00,1,223.36,53,0,223.36,3,5,5,13,Needs Attention,9
15639,2011-07-28 14:30:00,2011-07-28 14:30:00,1,425.32,134,0,425.32,2,5,4,11,Can't Lose Them,7
15640,2011-12-05 14:35:00,2010-12-02 15:40:00,15,12416.11,4,367,827.7406666666667,5,1,1,7,New / Promising,1
15641,2011-08-26 14:04:00,2010-12-15 14:45:00,4,1887.2,105,253,471.8,2,2,2,6,Lost / Low Value,3
15643,2011-06-01 07:38:00,2011-03-02 14:34:00,3,664.0,192,90,221.33333333333334,1,3,3,7,At Risk,6
15644,2011-06-26 14:54:00,2011-03-23 15:37:00,4,803.54,166,94,200.885,2,2,3,7,Lost / Low Value,5
15645,2011-11-21 11:55:00,2011-11-21 11:55:00,1,612.01,19,0,612.01,4,5,3,12,Loyal,6
15646,2011-07-05 09:53:00,2010-12-02 16:59:00,3,447.64000000000004,158,214,149.21333333333334,2,3,4,9,At Risk,7
15648,2011-05-19 15:53:00,2011-03-17 18:59:00,2,639.5,204,62,319.75,1,3,3,7,At Risk,6
15649,2011-01-07 13:34:00,2010-12-07 10:06:00,2,816.0,336,31,408.0,1,3,3,7,At Risk,5
15651,2011-11-03 08:41:00,2011-03-24 08:56:00,3,646.3,37,223,215.4333333333333,3,3,3,9,Needs Attention,6
15652,2011-09-09 14:22:00,2011-09-09 14:22:00,1,337.74,91,0,337.74,2,5,4,11,Can't Lose Them,8
15653,2011-09-08 10:49:00,2011-08-16 09:50:00,2,877.4399999999999,93,23,438.71999999999997,2,3,3,8,At Risk,5
15654,2011-11-30 13:08:00,2011-11-13 15:15:00,2,922.53,9,16,461.265,5,3,3,11,Needs Attention,5
15655,2011-04-10 15:25:00,2011-04-10 15:25:00,1,560.67,243,0,560.67,1,5,3,9,At Risk,6
15656,2011-10-25 14:56:00,2011-02-28 15:32:00,4,748.5,45,238,187.125,3,2,3,8,Needs Attention,5
15657,2011-11-17 12:19:00,2011-11-17 12:19:00,1,30.0,23,0,30.0,4,5,5,14,Champions,10
15658,2011-06-02 15:22:00,2010-12-02 10:53:00,5,1024.1000000000001,190,182,204.82000000000002,1,2,2,5,Lost / Low Value,4
15659,2011-10-27 09:23:00,2011-10-27 09:23:00,1,306.45,44,0,306.45,3,5,4,12,Needs Attention,8
15660,2011-11-14 16:58:00,2010-12-09 09:49:00,9,1600.86,25,340,177.87333333333333,4,1,2,7,New / Promising,3
15661,2011-01-26 13:56:00,2011-01-05 12:32:00,2,309.8,317,21,154.9,1,3,4,8,At Risk,8
15663,2011-08-25 15:50:00,2011-08-25 15:50:00,1,138.14,106,0,138.14,2,5,5,12,Can't Lose Them,10
15664,2011-10-20 10:57:00,2011-10-20 10:57:00,1,386.43,51,0,386.43,3,5,4,12,Needs Attention,7
15665,2011-06-24 14:57:00,2011-04-10 15:09:00,2,2222.21,168,74,1111.105,2,3,1,6,At Risk,2
15667,2011-10-31 10:56:00,2011-10-31 10:56:00,1,301.32,40,0,301.32,3,5,4,12,Needs Attention,8
15668,2011-05-06 10:39:00,2011-05-06 10:39:00,1,76.32000000000001,218,0,76.32000000000001,1,5,5,11,Can't Lose Them,10
15669,2011-10-30 16:03:00,2011-03-21 09:13:00,4,684.34,40,223,171.085,3,2,3,8,Needs Attention,5
15670,2011-02-16 10:50:00,2011-02-16 10:50:00,1,173.05,297,0,173.05,1,5,5,11,Can't Lose Them,9
15671,2011-11-21 12:43:00,2011-03-14 09:37:00,7,2657.13,19,252,379.59000000000003,4,1,1,6,New / Promising,2
15673,2011-09-12 16:12:00,2011-01-16 16:25:00,4,2726.23,88,238,681.5575,2,2,1,5,Lost / Low Value,2
15674,2011-09-27 15:17:00,2011-03-30 09:19:00,5,2446.6,73,181,489.32,2,2,1,5,Lost / Low Value,2
